"V1","V2","V3","V4","V5","V6","V7","V8","n","var"
0.00305086507408769,0.00293024759384017,0.00297779141348659,0.00264751311079353,0.09,0.07,19,6,150,0.05
0.00296932055925562,0.00290741937998464,0.00292372340586373,0.00267844143773528,0.07,0.07,16,6,150,0.05
0.00296261134265591,0.00299996159552809,0.00291414562242909,0.002712457710465,0.08,0.07,16,8,150,0.05
0.00251279849678644,0.00249394719239438,0.0022401169269885,0.00223968854940544,0.09,0.09,17,6,150,0.05
0.00319341373662685,0.00317946876676485,0.00308904422088348,0.00298341858743225,0.08,0.08,18,10,150,0.05
0.00265919475913849,0.00265077208460491,0.00261215836997688,0.00253433304133079,0.08,0.07,21,6,150,0.05
0.00283594972504508,0.00282267752758024,0.00262905043438125,0.00257221040586551,0.09,0.09,17,7,150,0.05
0.00281865181129423,0.00272722046854129,0.00286613139293178,0.00269897590795434,0.08,0.07,22,6,150,0.05
0.00289349221979889,0.00292043583681768,0.0026389230471143,0.00260081232014493,0.11,0.09,17,6,150,0.05
0.00254943473756086,0.0024508667976753,0.00241934303978989,0.00237946547075658,0.08,0.07,21,9,150,0.05
0.00320586756750982,0.00324912052702843,0.00298886562211494,0.00283420592000453,0.08,0.08,18,6,150,0.05
0.00296279900369561,0.00291200408237633,0.00284363170009864,0.00253280769279607,0.09,0.08,22,6,150,0.05
0.00347956779855648,0.00352404272175218,0.00327411079583312,0.00316170555460273,0.11,0.1,15,6,150,0.05
0.00321716293964536,0.00313882438111606,0.00310774025116532,0.00276191998188756,0.09,0.09,15,8,150,0.05
0.00300861577462804,0.00277298950385843,0.0028765898473575,0.00271689553924485,0.09,0.1,14,6,150,0.05
0.00274424635182999,0.00266584779372519,0.00249407923520237,0.00244208710935407,0.09,0.09,20,8,150,0.05
0.00252276721742487,0.00257278763849349,0.00256466754191988,0.00235426052565312,0.08,0.06,17,6,150,0.05
0.0022680448263723,0.00227262127270425,0.00209866157386851,0.00211064403422957,0.09,0.08,17,6,150,0.05
0.0028527210861653,0.00269124184302758,0.00266520109513008,0.00242833213272911,0.09,0.08,21,8,150,0.05
0.00278196964258092,0.00274973636277624,0.00265458171263541,0.00255137093759257,0.09,0.09,19,6,150,0.05
0.00292869566536929,0.00284088915367717,0.00266071995995467,0.00250360795829963,0.1,0.09,17,6,150,0.05
0.00291574268677497,0.00289094122167928,0.00291411626599005,0.00325812064858564,0.07,0.07,18,21,150,0.05
0.00266724401788406,0.00246433528740176,0.00247370646241118,0.00228908213771043,0.1,0.09,16,6,150,0.05
0.002886103474073,0.00290737563695821,0.00274544469743006,0.00264867896354238,0.09,0.09,19,6,150,0.05
0.00336125221760041,0.00336850951531067,0.00319314907942338,0.00298172229908706,0.09,0.09,22,6,150,0.05
0.00320196611276573,0.00296154817138993,0.00295174667977737,0.00302899416487976,0.08,0.09,16,6,150,0.05
0.00287117407424841,0.00278778531880179,0.00288084352516645,0.00270791951051294,0.08,0.07,21,7,150,0.05
0.00361877960599263,0.00350419071061529,0.00340560610394522,0.00307570715882337,0.11,0.09,20,6,150,0.05
0.00281188538092307,0.00278589683272784,0.00270145426430659,0.00252389262138531,0.08,0.07,16,6,150,0.05
0.00281250254425656,0.00262844827902744,0.00284952650659657,0.00270566627164178,0.05,0.05,17,6,150,0.05
0.00298343269823995,0.00298732299059175,0.00296243971088875,0.00268947281952314,0.08,0.08,21,6,150,0.05
